ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Token Count,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Männer JGA Fun Tour,"Die JGA Fun Tour ist ein spannendes Event für Männer JGAs in Karlsruhe, das eine Mischung aus Stadtentdeckung und spielerischen Herausforderungen bietet. Die Teilnehmer lösen Aufgaben, die über die ganze Stadt verteilt sind, und erleben dabei eine unterhaltsame Tour, die speziell auf den Bräutigam zugeschnitten ist.",2,16,240,https://adventurebox-karlsruhe.de/events/jga-fun-tour-maenner/,https://adventurebox-karlsruhe.de/events/jga-fun-tour-maenner/,https://adventurebox-karlsruhe.de/wp-content/uploads/3e-Beat-the-Bachelor-Becherwerfen.jpg,Adventure,N/A,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,JGA2Go,"Das mobile JGA Event JGA2Go bietet lustige Spiele für den Junggesellenabschied, die bequem nach Hause geliefert werden können. Die Spiele-App inklusive einer Box mit Spielmaterialien sorgt für eine flexible Gestaltung des Events.",2,16,120,https://adventurebox-karlsruhe.de/events/junggesellenabschied-spiele/,https://adventurebox-karlsruhe.de/events/junggesellenabschied-spiele/,https://adventurebox-karlsruhe.de/wp-content/uploads/JGA2Go_Paketübergabe.jpg,Adventure,N/A,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
7,gpt-4o-mini,12.987572083s,23.480268292s,3,609133,81609,39749,https://planet-escape-nidda.de/,Planet Escape Room Nidda,Das verlassene Kraftwerk,"Ihr habt 55 Minuten Zeit aus dieser Hölle zu entkommen. Beeilt euch, oder es gibt keine Rückkehr!",2,8,55,https://planet-escape-nidda.de/das-verlassene-kraftwerk,https://planet-escape-nidda.de/das-verlassene-kraftwerk,https://planet-escape-nidda.de/templates/yootheme/cache/fb/kraftwerk-fba1441c.png,Adventure,Medium,false,
7,gpt-4o-mini,12.987572083s,23.480268292s,3,609133,81609,39749,https://planet-escape-nidda.de/,Planet Escape Room Nidda,Der Tempel der Azteken,"Ereilt Sie dasselbe Schicksal wie den Professor oder finden Sie einen Weg den Fluch des Montezuma zu brechen und den Tempel wieder zu verlassen, bevor Ihnen der Sauerstoff ausgeht?",2,8,55,https://planet-escape-nidda.de/der-tempel-der-azteken,https://planet-escape-nidda.de/der-tempel-der-azteken,https://planet-escape-nidda.de/templates/yootheme/cache/74/azteken-74cb1c17.png,Adventure,Hard,false,
8,gpt-4o-mini,12.304349375s,22.697862916s,4,93416,24700,12513,https://www.escaperooms-ritterhude.de/,Escape Rooms Ritterhude,Grabkammer,"Begeben Sie sich auf eine Reise ins alte Ägypten und werden Sie zum Forscher des berühmten Pharaonengrabs des Tutenchamun. Erkunden Sie mit Ihrem Team die einzigartige Grabkammer des viel zu früh verstorbenen großen Pharaos und lösen Sie seine Rätsel. Als Tourist sind Sie auf die Grabkammer gestoßen, auf der seit Jahrhunderten ein Fluch lastet. Niemand sollte je der Grabkammer entkommen und niemand sollte je von ihr berichten. Sie sind eingesperrt und müssen nun in einem original getreuen Pharaonengrab versuchen der ewigen Dunkelheit zu entkommen. Sollten Sie es nicht rechtzeitig schaffen werden Sie in der ewigen Dunkelheit zusammen mit Tutenchamun gefangen bleiben...",2,8,60,/buchung/hinzufuegen/?booking_offer_id_start=1,/escape-room-standort/detail/grabkammer/,https://www.lasertag-ritterhude.de/media/CACHE/images/escape_room_facility_image/d51ab505de58492fb85ee11aed005847/cc51e8163a4551053a8890341de858c2.jpg,Historical,Für Einsteiger geeignet,false,
8,gpt-4o-mini,12.304349375s,22.697862916s,4,93416,24700,12513,https://www.escaperooms-ritterhude.de/,Escape Rooms Ritterhude,Piraten,Auch die Seebären unter Euch kommen nicht zu kurz. In unserem Piratenschiff könnt Ihr Euch als kluger Seefahrer beweisen und könnt Euch kniffligen Rätseln stellen. Also seid keine Landratten und stellt Euch der Mission!,2,8,60,/buchung/hinzufuegen/?booking_offer_id_start=2,/escape-room-standort/detail/piraten/,https://www.lasertag-ritterhude.de/media/CACHE/images/escape_room_facility_image/5fe088cf7a4249a0a81eec855bdb48cf/4e318728b87cd99b6880325609c3818a.jpg,Adventure,Für Einsteiger geeignet,false,
8,gpt-4o-mini,12.304349375s,22.697862916s,4,93416,24700,12513,https://www.escaperooms-ritterhude.de/,Escape Rooms Ritterhude,The S,"Mit Kopfschmerzen erwachen Sie in einem dunklen Raum. Sie versuchen mit Ihren Augen etwas zu erkennen, doch es ist zwecklos. Sie versuchen aufzustehen. Wie kommen Sie hierher? Schweißperlen bilden sich auf Ihrer Stirn. Sie versuchen die Gedanken in Ihrem Kopf zu sortieren, aber es will Ihnen nicht gelingen. Neben sich hören Sie Stimmen und Kettengeraschel. Sie sind nicht allein. Die Stimmen kommen Ihnen bekannt vor. Es sind die Stimmen Ihrer Freunde. Sie sind genauso orientierungslos wie Sie selbst. Ihre Freunde und Sie wissen nur eins – Sie wollen hier raus. Schaffen Sie es den Raum lebend zu verlassen?",3,8,60,/buchung/hinzufuegen/?booking_offer_id_start=3,/escape-room-standort/detail/the-s/,https://www.lasertag-ritterhude.de/media/CACHE/images/escape_room_facility_image/3b475c10afac43beaeccc99ab2ba62b8/6c1ed6428beb4852b2cfa35bbe06ae7c.jpeg,Crime,Schwer,false,
9,gpt-4o-mini,15.256002084s,33.72737275s,3,1313885,100492,47166,https://alfsee-escape.de/,Alfsee Escape - Indoor & Outdoor Escaperoom,Der Nebel der Zeit,Hinter dem Wandschrank befindet sich der Durchgang zur Germanenzeit. Euer Dorf soll niedergebrannt werden. Rettet Euch und Euer Dorf gegen die angreifenden Römer in dem Ihr Rätsel und Aufgaben löst und so wertvolle Artefakte sammelt um erfolgreich gegen die Angreifer bestehen zu können.,4,8,60,https://alfsee-escape.de/indoor-escape-room/,https://alfsee-escape.de/indoor-escape-room/,https://alfsee-escape.de/wp-content/uploads/2021/12/Nebel-der-Zeit-Banner.jpg,Historical,80%,false,
9,gpt-4o-mini,15.256002084s,33.72737275s,3,1313885,100492,47166,https://alfsee-escape.de/,Alfsee Escape - Indoor & Outdoor Escaperoom,Die Ausgrabung,In dem Germanen Dorf am Alfsee wurde eine Kiste gefunden. Leider sind wir nicht fähig diese Kiste zu öffnen und es liegt nun an euch dies zu tun. Wolfgang hat uns eine Karte hinterlassen. Könnt ihr mit Hilfe des Tablets die verschiedenen Punkte finden und die Rätsel lösen um das Wissen zurück zu bringen?,4,8,60,https://alfsee-escape.de/outdoor-escape-room/,https://alfsee-escape.de/outdoor-escape-room/,https://alfsee-escape.de/wp-content/uploads/2021/12/DIE-AUSGRABUNG-Banner.jpg,Adventure,40%,false,
10,gpt-4o-mini,13.353935667s,35.060838167s,4,298709,41093,21340,https://www.raus.rocks/,Raus! Escape Room Aachen,Die Entdeckung,"Ein spannendes Abenteuer, bei dem die Spieler in die Rolle von Entdeckern schlüpfen und Rätsel lösen, um zu entkommen.",3,6,66,https://raus.rocks/services/buchung-die-entdeckung/,https://raus.rocks/services/buchung-die-entdeckung/,https://www.raus.rocks/wp-content/uploads/2017/11/Escape-Room-Aachen-Die-Entdeckung-603x379.jpg,Adventure,Medium,false,
10,gpt-4o-mini,13.353935667s,35.060838167s,4,298709,41093,21340,https://www.raus.rocks/,Raus! Escape Room Aachen,Aachen – Die letzte Zuflucht,"Ein aufregendes und herausforderndes Erlebnis für Gruppen, bei dem sie Rätsel lösen müssen, um zu entkommen.",2,6,60,https://raus.rocks/services/buchung-zuflucht/,https://raus.rocks/services/buchung-zuflucht/,https://www.raus.rocks/wp-content/uploads/2017/11/Escape-Room-Aachen-Die-Zuflucht-1-603x379.jpg,Adventure,Medium,false,
10,gpt-4o-mini,13.353935667s,35.060838167s,4,298709,41093,21340,https://www.raus.rocks/,Raus! Escape Room Aachen,Das Portal,"Ein faszinierendes Escape Room Abenteuer, bei dem die Spieler durch verschiedene Dimensionen reisen müssen.",6,11,70,https://www.raus.rocks/services/das-portal/,https://www.raus.rocks/services/das-portal/,https://www.raus.rocks/wp-content/uploads/2017/11/Telefon_Portal-603x379.jpg,Science Fiction,Hard,false,
10,gpt-4o-mini,13.353935667s,35.060838167s,4,298709,41093,21340,https://www.raus.rocks/,Raus! Escape Room Aachen,Aachen – Die letzte Zuflucht!,Es ist passiert – die Zombie-Apokalypse ist über uns gekommen. Aachen ist eines der letzten Zufluchtsorte. Die Stadt wurde abgeriegelt und bis jetzt hat es kein Infizierter in die Stadt geschafft. Nun ist Aachen Anziehungspunkt für alle – Infizierte und Nicht-Infizierte.,2,6,60,https://raus.rocks/services/buchung-zuflucht/,https://raus.rocks/services/buchung-zuflucht/,https://www.raus.rocks/wp-content/uploads/2017/11/Escape-Room-Aachen-Die-Zuflucht-1-1168x658.jpg,Horror,Medium,false,
11,gpt-4o-mini,16.8141115s,26.055329584s,2,675709,73717,32725,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Prison Break,"Ihr wurdet zum Tode verurteilt für ein Verbrechen, welches ihr nicht begangen habt. Der Gefängnisdirektor glaubt an eure Unschuld und gibt euch ein schmales Zeitfenster für die Flucht. Schafft ihr es gemeinsam, den Weg in die Freiheit zu finden?",2,6,90,https://deadline-escape.de/hamburg-escape-room/#collapsePrisonBuchung,https://deadline-escape.de/hamburg-escape-room/#prison-break,https://deadline-escape.de/wp-content/uploads/2019/10/prison_break.png,Crime,Mittel,false,
11,gpt-4o-mini,16.8141115s,26.055329584s,2,675709,73717,32725,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Magical Mystery,"Der große Hektor, ein angesehener Magier, sucht nach einem neuen Assistenten. In seinen Räumlichkeiten greift ihr zu einer Reihe von Aufgaben und Rätseln. Doch seid vorsichtig, denn der Magier hat ein dunkles Geheimnis.",2,6,90,https://deadline-escape.de/hamburg-escape-room/#collapseMagicalBuchung,https://deadline-escape.de/hamburg-escape-room/#magical-mystery,https://deadline-escape.de/wp-content/uploads/2019/10/magical_mystery.png,Fantasy,Mittel,false,
11,gpt-4o-mini,16.8141115s,26.055329584s,2,675709,73717,32725,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Goldmine,"In einer Goldmine kam es zu einer Explosion, und giftige Gase sind freigesetzt worden. Ihr müsst euch an den Evakuierungsplan halten und rechtzeitig in Sicherheit bringen.",4,6,90,https://deadline-escape.de/hamburg-escape-room/#collapseGoldmineBuchung,https://deadline-escape.de/hamburg-escape-room/#goldmine,https://deadline-escape.de/wp-content/uploads/2019/10/gold_mine.png,Adventure,Schwer,false,
11,gpt-4o-mini,16.8141115s,26.055329584s,2,675709,73717,32725,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Lost Island,"Ihr befindet euch auf Expedition im Karibischen Meer, um das Heiligtum der Maya zu beschaffen. Schafft ihr es, vor Sonnenuntergang zu entkommen?",4,6,90,https://deadline-escape.de/hamburg-escape-room/#collapseLostIslandBuchung,https://deadline-escape.de/hamburg-escape-room/#lost-island,https://deadline-escape.de/wp-content/uploads/2019/10/lost_island.png,Adventure,Mittel,false,
12,gpt-4o-mini,3.325577s,10.640034334s,3,91801,16842,7719,http://avermind.com,Avermind - Online Escape Rooms,Die Jagd durch Wien,“Die Jagd durch Wien” ist ein kooperatives Online-Rätsel-Abenteuerspiel. Aufgeteilt in zwei Gruppen stellt Ihr euch gemeinsam als Team herausfordernden Rätsel. Neben eurer Kreativität und eurem scharfsinnigen Verstand könnten auch Stift und Papier euch beim Lösen der Rätsel unterstützen.,2,6,240,https://avermind.com/site/Kauf,https://avermind.com/site/Artikel#spiel,https://avermind.com/site/Images/Artikel/Avermind_Jagd_durch_Wien.small.jpg,Adventure,"4,5/5",false,
13,gpt-4o-mini,55.20256525s,1m14.285594125s,6,1062140,245661,99970,https://www.quexit.de/,Quexit,Hangover Escape Tour,"Altbiersafari und Pubcrawl waren gestern, jetzt kommt ""Die Hangover Tour"". Erlebe eine neue Art von ""Live Escape Game"". Eine Hochzeit, das Paket und Chow mit den Ringen auf der Flucht. Chow zeigt Euch den Weg zur Übergabe oder auch nicht. Schafft Ihr es rechtzeitig das Paket gegen die Ringe auszutauschen?",4,30,150,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/hangover-escape-tour/,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/hangover-escape-tour/,https://image.jimcdn.com/app/cms/image/transf/dimension=460x10000:format=jpg/path/s7304d5fa47d520b0/image/if88222cdaf7a3baa/version/1665938212/quexit-escape-room-d%C3%BCsseldorf.jpg,Adventure,"leicht, interessant für Düsseldorf und Touristen",false,
13,gpt-4o-mini,55.20256525s,1m14.285594125s,6,1062140,245661,99970,https://www.quexit.de/,Quexit,Romeo Und Julia To Go,"Altbiersafari und Pubcrawl waren gestern, jetzt kommt ""ROMEO UND JULIA TO GO"". Erlebe eine neue Art von ""Live Escape Game"" und Sightseeing Tour. Findet Ihr Julias Tasche, könnte Ihr auf der Tour das liebliche Herz beschützen, Fortuna Döner Boys oder Colopic Pizza Götter, für wen entscheidet Ihr Euch, Killepitsch oder Altbier, Löwensenf oder Toten Hosen, Rätsel, Fragen und Fragen über Rätsel, werdet Ihr es schaffen die Botschaft gen Himmel starten zu lassen?",2,90,150,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/romeo-und-julia-to-go/,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/romeo-und-julia-to-go/,https://image.jimcdn.com/app/cms/image/transf/dimension=460x10000:format=jpg/path/s7304d5fa47d520b0/image/i97075b8ff6512314/version/1592846493/image.jpg,Adventure,"leicht, interessant für Düsseldorf und Touristen",false,
13,gpt-4o-mini,55.20256525s,1m14.285594125s,6,1062140,245661,99970,https://www.quexit.de/,Quexit,Hangover 2,"Wir haben es getan. 3 Jahre habt Ihr drauf gewartet, hier ist unser HANGOVER Teil II. Keine Ahnung was, keine Ahnung warum, keine Ahnung wieso und keine Ahnung wer. Nur eins ist klar, ihr müsst aus diesem verdammten Hotelzimmer raus und die Tür lässt sich nur mit einem Geldbündel öffnen. Geht nicht, gibt es nicht, geht doch. Lass Dich überraschen. Alles ganz schnell und mit ganz viel Illusion. Zahlen die Du dir selbst ausdenkst können die richtigen Codes sein. Was bitte haben hier Windeln zu suchen? Seid gespannt.",2,20,60,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/hangover-2/,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/hangover-2/,https://cdn.bookingkit.de/vendor_images/431dda499a729889e5025e6bb16db503/detail/image.jpg,Horror,anspruchsvoll,false,
13,gpt-4o-mini,55.20256525s,1m14.285594125s,6,1062140,245661,99970,https://www.quexit.de/,Quexit,Casino Royal 2,"Ermittelt in Casino 2.0 als Teil der Unbestechlichen unter Eliot Ness gegen den größten Verbrecher der damaligen Zeit! Al Capone amüsiert sich gerade in der Oper. Zum Glück habt ihr Frankie Rio, seinen Bodyguard bestochen so dass ihr Zutritt zu seiner Villa habt und sein Fahrer George Meyer warnt euch wenn Al Capone zurück kommt. Dies ist wahrscheinlich die einzige Möglichkeit in nächster ZeitScarface endlich für seine Taten büßen zu lassen. Also findet die belastenden Unterlagen, doch denkt daran die Zeit ist knapp...",2,6,60,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/casino-royal-2/,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/casino-royal-2/,https://cdn.bookingkit.de/vendor_images/431dda499a729889e5025e6bb16db503/detail/image.jpg,Crime,Mittel bis anspruchsvoll,false,
13,gpt-4o-mini,55.20256525s,1m14.285594125s,6,1062140,245661,99970,https://www.quexit.de/,Quexit,Goldfinger,"QUEXIT boxes ist die ideale mobile Teambuildingmaßnahme für Ihre Mitarbeiter, Lieferanten und Kunden. Als Event oder Sidekick zu einer bestehenden Teambuilding Maßnahme, Kundenveranstaltung, Firmenevent oder Kick Off Meeting. Gerätselt wird über 4 QUEXIT boxes, durch mindestens 4 Teams, wer zuerst fertig wird hat gewonnen, aber schafft man es ...",8,120,120,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/goldfinger/,https://www.quexit.de/düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/goldfinger/,https://image.jimcdn.com/app/cms/image/transf/dimension=460x10000:format=jpg/path/s7304d5fa47d520b0/image/i6728a652daafada1/version/1592837060/image.jpg,Fantasy,Mittel bis anspruchsvoll,false,
14,gpt-4o-mini,16.715696666s,32.061528291s,4,1388910,106186,38906,https://escapeempire.de/,Escape Empire Nürnberg,Prison Break,"Lärm dringt durch das Gitter Eurer Tür. Wachen laufen aufgeregt an der Zelle vorbei. Du und Deine Mitinsassen seht Euch fragend an. Nach einem lauten Knall ist es auf einmal verdächtig still. Plötzlich kommen Wärter und zerren Euch hektisch in eine andere Zelle. Ihr erkennt es als die berüchtigte Zelle 13, über die Ihr schon viele Gerüchte auf dem Gefängnishof gehört habt. Man munkelt, der vorherige Insasse soll von dort aus eine Flucht geplant haben. Vielleicht ist das Eure Chance endlich aus dem Gefängnis zu fliehen, seid Ihr doch unschuldig eingesperrt…",2,6,60,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#prison-break,https://escapeempire.de/wp-content/uploads/2018/05/jail-circle-icon.png,Prison,Mittel,false,
14,gpt-4o-mini,16.715696666s,32.061528291s,4,1388910,106186,38906,https://escapeempire.de/,Escape Empire Nürnberg,Space Escape,"Das Letzte woran Ihr Euch erinnern könnt ist ein gleißend helles Licht gefolgt von einem kurzen Gefühl der Schwerelosigkeit. Als Ihr wieder zu Euch kommt, seid Ihr an einem völlig fremdartigen Ort. Ihr erkennt sofort, dass hier nichts von Menschenhand geschaffen wurde. Das gleichmäßige Brummen schwerer Maschinen wird unterbrochen, als plötzlich seltsame Sirenen ertönen. Ihr seht schemenhaft unbekannte Wesen, die aufgeregt den Raum verlassen und dabei unverständliche Laute von sich geben. Dann seid Ihr allein…",2,6,60,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#space-escape,https://escapeempire.de/wp-content/uploads/2018/05/space-escape-circle-icon.png,Science Fiction,Mittel – Schwer,false,
14,gpt-4o-mini,16.715696666s,32.061528291s,4,1388910,106186,38906,https://escapeempire.de/,Escape Empire Nürnberg,Holy Grail,"Es sind dunkle Zeiten über Burg Camelot hereingebrochen. Kurz nachdem der heilige Gral verschwunden ist, werden auch Menschen vermisst. Der Magier Merlin verhält sich noch seltsamer als sonst und auch unter den Rittern der Tafelrunde ist Argwohn eingekehrt. Da Artus seine engsten Vertrauten ohne Beweise keine Anschuldigungen aussetzen möchte, hat er nun Euch unabhängige Höflinge damit beauftragt, den Vorfällen nachzugehen. Noch scheint der Gral allerdings in der Nähe zu sein, somit beginnt Eure Suche auf Camelot…",2,6,60,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#holy-grail,https://escapeempire.de/wp-content/uploads/2022/09/holy-grail-circle-icon-v2.png,Fantasy,Leicht – Mittel,false,
15,gpt-4o-mini,18.629179292s,24.310933291s,3,95388,44295,31350,https://www.harz-escape.de/index_en.html,Harz Escape,The Don Vito Investigation,"New York, 1932. Organized crime is at its peak. You are agents and have been assigned to the case of Vito Genovese. While working on the case, the phone rings. A soft voice whispers: “They know about the photos. They are coming!”. You know that your boss, Joe Petrosino, possesses incriminating material against Don Vito which he keeps well hidden in his office. Can you find and secure the documents before the mafia arrives?",2,4,60,javascript:setRoom(2);,javascript:scrollAndSetRoom(2);,https://www.harz-escape.de/assets/img/DonVitoWandbild.jpg,Crime,Easy,false,
15,gpt-4o-mini,18.629179292s,24.310933291s,3,95388,44295,31350,https://www.harz-escape.de/index_en.html,Harz Escape,Witchcraft & Wizardry,"The time is near! You are about to become real witches and wizards. But first, you have to take one final exam. According to tradition, it is held deep in the forest, in the secret hut of the ancient and wise witch. Divination, Broom Flight, Transfiguration – show that you master the magic arts and pass all the assignments in just 60 minutes. Hurry up, the sand is running down the hourglass!",2,4,60,javascript:setRoom(3);,javascript:scrollAndSetRoom(3);,https://www.harz-escape.de/assets/img/Zauberpruefung-Rabe.jpg,Fantasy,Easy,false,
15,gpt-4o-mini,18.629179292s,24.310933291s,3,95388,44295,31350,https://www.harz-escape.de/index_en.html,Harz Escape,The Secret of the Watchmaker,"Next to our Escape Room, there is a small watchmaker’s shop. The owner, Regina Jürgensen, appears to be a quiet and unassuming person. But then why are there these strange and sometimes alarmingly loud noises coming from her shop? We would very much appreciate your help in finding out.",2,4,75,javascript:setRoom(1);,javascript:scrollAndSetRoom(1);,https://www.harz-escape.de/assets/img/Uhrmacherin.jpg,Adventure,Medium,false,
15,gpt-4o-mini,18.629179292s,24.310933291s,3,95388,44295,31350,https://www.harz-escape.de/index_en.html,Harz Escape,Santa’s Golden Book,"Have you been good this year? As you are not completely sure, you decide to take the matter into your own hands: you wait until Santa has left for his daily stroll and sneak into his house. Will you manage to find his golden book and put down your names to ensure your Christmas gifts?",2,4,60,,,https://www.harz-escape.de/assets/img/GoldenesBuch.jpg,Fantasy,Easy,false,
15,gpt-4o-mini,18.629179292s,24.310933291s,3,95388,44295,31350,https://www.harz-escape.de/index_en.html,Harz Escape,Letters from the Past,"A key, an old postcard and a strange note: that’s all Katharina has to find her missing father. Follow his trail through the winding streets of Wernigerode, discover hidden places and solve a decades-old mystery!",2,8,120,,,https://www.harz-escape.de/assets/img/Stadtspiel.jpg,Adventure,Medium,false,
15,gpt-4o-mini,18.629179292s,24.310933291s,3,95388,44295,31350,https://www.harz-escape.de/index_en.html,Harz Escape,Magical Creatures,"Rumour has it that there’s a number of magical creatures living in the Harz region. Is this true or just a myth? Equipped with a mysterious backpack and the notes of a renowned scientist called Prof. Magnus, you start your journey through town in search of these small miraculous beasts.",2,18,120,,,https://www.harz-escape.de/assets/img/Fabelwesen.jpg,Fantasy,Easy,false,
15,gpt-4o-mini,18.629179292s,24.310933291s,3,95388,44295,31350,https://www.harz-escape.de/index_en.html,Harz Escape,The Mysterious Table,"During his last expedition, Professor Magnus found a mysterious object: a round table with strange symbols and many locks guarding its unknown content. Are you able to solve the riddles, open the hidden compartment and reveal the secret of this ancient artefact? Borrow the table for one day and find out what lies within!",1,4,240,,,https://www.harz-escape.de/assets/img/Raetseltisch.jpg,Adventure,Hard,false,
16,gpt-4o-mini,6.174890666s,12.806744s,1,139605,18433,6645,https://escape-arena.de/,Escape Arena Essen,Die Zauberschule,Für alle Fans von Harry Potter und anderen Magiern. Wir statten Euch mit einem Zauberstab aus und Ihr taucht ein in unsere Zauberschule.,2,8,60,https://escape-arena.de/escape-rooms/die-zauberschule/,https://escape-arena.de/escape-rooms/die-zauberschule/,https://escape-arena.de/wp-content/uploads/2022/01/school-of-witchcraft-1698x1080.jpg,Fantasy,Unspecified,false,
16,gpt-4o-mini,6.174890666s,12.806744s,1,139605,18433,6645,https://escape-arena.de/,Escape Arena Essen,Die Gruselhütte,Traut Euch in unsere Gruselhütte. Es gewittert draußen und die Hälfte von Euch wurde gekidnappt. Findet im Raum zusammen und löst das Rätsel der Gruselhütte. Könnt Ihr die Geister besänftigen und Euch befreien?,2,8,60,https://escape-arena.de/escape-rooms/die-gruselhuette/,https://escape-arena.de/escape-rooms/die-gruselhuette/,https://escape-arena.de/wp-content/uploads/2022/01/cabin-bild2-1-1620x1080.jpg,Horror,Unspecified,false,
16,gpt-4o-mini,6.174890666s,12.806744s,1,139605,18433,6645,https://escape-arena.de/,Escape Arena Essen,Das Ring Abenteuer,"Bestreitet nun Euer eigenes Ringabenteuer. Nehmt den einen Ring an Euch und versucht, ihn am Ende dieses Abenteuers in den Vulkan zu werfen. Werdet Ihr es schaffen oder werdet Ihr dem Ring verfallen?",2,8,60,https://escape-arena.de/escape-rooms/das-ring-abenteuer/,https://escape-arena.de/escape-rooms/das-ring-abenteuer/,https://escape-arena.de/wp-content/uploads/2022/01/hdr-tuer-1440x1080.jpg,Adventure,Unspecified,false,
16,gpt-4o-mini,6.174890666s,12.806744s,1,139605,18433,6645,https://escape-arena.de/,Escape Arena Essen,Fluch der Piraten (Coming Soon),Kommt bald (Coming soon),2,8,60,https://escape-arena.de/escape-rooms/fluch-der-piraten/,https://escape-arena.de/escape-rooms/fluch-der-piraten/,https://escape-arena.de/wp-content/uploads/2022/01/piratenschiff1-1440x1080.jpg,Adventure,Unspecified,false,
17,gpt-4o-mini,5.421946751s,12.356222334s,2,253910,31734,16939,http://www.zumbay.de/,Gasthof zum Bay - Dubay,Escape Room,"In unseren einzigartig eingerichteten und designten Escape Räumen müsst Ihr eure Fähigkeiten im kombinieren, rätseln, tüfteln und logischem Denken unter beweis stellen.",2,6,60,/buchung,/räume,https://le-cdn.website-editor.net/s/74caafaa0de7404e8cdb555307321605/dms3rep/multi/opt/logo+nur+buchstaben-1920w.jpg,Adventure,Varies by room,false,
18,gpt-4o-mini,49.375001083s,1m23.997692917s,8,1366186,255650,97249,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Gefängnisausbruch,"Versuche jetzt, die Rätsel zu lösen und entkomme dem Gefängnis!",2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/gef%C3%A4ngnisausbruch/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum5ma.png,Crime,Mittel,false,
18,gpt-4o-mini,49.375001083s,1m23.997692917s,8,1366186,255650,97249,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Das Geisterhaus,Enthülle die Geheimnisse des Geisterhauses.,2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/das-geisterhaus/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum3ma.png,Horror,Schwer,false,
18,gpt-4o-mini,49.375001083s,1m23.997692917s,8,1366186,255650,97249,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Illuminati,Entdecke die Intrigen der Illuminati.,2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/illuminati/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum1ma.png,Fantasy,Mittel,false,
18,gpt-4o-mini,49.375001083s,1m23.997692917s,8,1366186,255650,97249,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Dracula,Erlebe die Schrecken von Dracula und finde einen Ausweg.,2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/dracula/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum6ma.png,Horror,Leicht,false,
