ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
6,gpt-4o-mini,42.276011916s,1m15.989734542s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Mission Impossible,"Ein berüchtigter Kunsträuber hält sich in Karlsruhe auf. Das wertvollste Stück seiner illegalen Sammlung ist ein Edelstein von unvergleichlicher Schönheit und unermesslichem Wert: Der Aurora-Diamant. Heute Nacht soll er seinen Aufbewahrungsort wechseln – das ist unsere Chance! Die Aktion läuft im Verborgenen: denn die Zielperson ist jemand von Rang und Namen. Ihr seid die unerschrockensten Geheimagenten der Welt – rettet den Aurora-Diamanten, überführt den heuchlerischen Dieb!",2,6,60,https://quinbook.com,https://adventurebox-karlsruhe.de/events/mission-impossible/,https://adventurebox-karlsruhe.de/wp-content/uploads/mission-impossible-escape-room.png,Crime,Medium,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.989746333s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Das Elixier der Macht,"Geht mit uns auf eine sagenhafte Mission, entlockt dem Würfel sein Geheimnis!",2,12,180,https://adventurebox-karlsruhe.de/events/elixier-der-macht/,https://adventurebox-karlsruhe.de/events/elixier-der-macht/,https://adventurebox-karlsruhe.de/wp-content/uploads/elixier-der-macht-outdoor-exit-game-karlsruhe.png,Adventure,Medium,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.989746417s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Der Fall Bergmann,"Eine Frau ist verschwunden, mitten in Karlsruhe. Was kann Frau Bergmann nur geschehen sein? Die Polizei gerät an die Grenzen ihres Ermittlungsgeschicks. Korruption, Mord und ein seltsamer Koffer: Trieben dunkle Geheimnisse und ein düsteres Komplott die arme Frau aus Karlsruhe ins Verderben? Zeit für den Einsatz unserer Spezial-Agenten von der TABCrime-Agency. Ihr seid die Besten der Besten – zeigt, was Ihr könnt!",2,6,180,https://adventurebox-karlsruhe.de/events/der-fall-bergmann/,https://adventurebox-karlsruhe.de/events/der-fall-bergmann/,https://adventurebox-karlsruhe.de/wp-content/uploads/2b-Fall-Bergmann-Tatort.jpg,Crime,Das schwierigste Outdoor Exitgame,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.989746458s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Kids: Operation Fuchsjagd,"Stoppt den Räuber auf seinem Beutezug! Der gefürchtete Meisterdieb „Fuchs“ hat den berühmten Aurora-Diamanten entwendet und ein Agent ist verschwunden. Werdet zum Spezialkommando „Die Schattenwölfe“, folgt den Hinweisen und löst die Rätsel!",2,12,180,https://adventurebox-karlsruhe.de/buchen/,https://adventurebox-karlsruhe.de/events/operation-fuchsjagd/,https://adventurebox-karlsruhe.de/wp-content/uploads/operation-fuchsjagd-outdoor-krimi-event.png,Crime,Mittel,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.989746542s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,City Explorer,City Explorer: Erlebt Sightseeing mit Kick! Mit City Explorer definieren wir Sightseeing in Karlsruhe neu. Ihr besichtigt nicht einfach die Sehenswürdigkeiten sondern erlebt ein interaktives Abenteuer bei einer digitalen Schnitzeljagd.,12,100,120,https://adventurebox-karlsruhe.de/events/city-explorer/,https://adventurebox-karlsruhe.de/events/city-explorer/,https://adventurebox-karlsruhe.de/wp-content/uploads/city-explorer-city-challenge-karlsruhe.png,Adventure,Leicht,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.989746625s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,TABCrime Academy,"Willkommen in der Krimi-Akademie! Schlüpft in die Rolle von Nachwuchs-Agenten und geht auf einen Streifzug durch die Stadt. Wer ist der kühle Stratege? Wer der kühne Draufgänger, der kein Risiko scheut? Ob Organisationstalent, genauer Beobachter oder Technik Nerd – jedes Talent zählt im Ermittlerteam. Nur gemeinsam kommt Ihr ans Ziel! Knackt ihr alle Aufgaben in der vorgegebenen Zeit? Beweist Euren Spürsinn und besteht die Challenge!",12,100,120,https://adventurebox-karlsruhe.de/events/tabcrime-academy/,https://adventurebox-karlsruhe.de/events/tabcrime-academy/,https://adventurebox-karlsruhe.de/wp-content/uploads/3b-TABCrime-Academy-Team-sucht.jpg,Crime,Leicht bis Mittel,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.989746708s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Das 5. Element,Beim Tunnelbau der Karlsruher U-Bahn kommen uralte Ruinen ans Licht. Hieroglyphen beschreiben ein mächtiges 5.…,2,6,60,https://adventurebox-karlsruhe.de/events/das-5-element/,https://adventurebox-karlsruhe.de/events/das-5-element/,https://adventurebox-karlsruhe.de/wp-content/uploads/1b_5.Element_Felsenhohle.jpg,Adventure,Mittel,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.98974675s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Time Unit 49°N,Die Zeit ist abgelaufen! Sichert euch noch die letzten Spiele der Champions League.,3,7,60,https://adventurebox-karlsruhe.de/events/time-unit-49/,https://adventurebox-karlsruhe.de/events/time-unit-49/,https://adventurebox-karlsruhe.de/wp-content/uploads/MissionImpossible-Lasergang.jpg,Science Fiction,Schwer,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.989746833s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Mission Impossible,Ein berüchtigter Kunsträuber hält sich in Karlsruhe auf. Das wertvollste Stück seiner illegalen Sammlung ist…,2,6,60,https://adventurebox-karlsruhe.de/events/mission-impossible/,https://adventurebox-karlsruhe.de/events/mission-impossible/,https://adventurebox-karlsruhe.de/wp-content/uploads/1c_MissionImpossible_Lasergang.jpg,Crime,Mittel,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
7,gpt-4o-mini,6.838696791s,14.670957209s,3,577935,81648,https://planet-escape-nidda.de/,Planet Escape Room Nidda,Das verlassene Kraftwerk,"Ihr seid auf einer Urlaubsreise und wollt die unberührte Natur genießen. Auf einem Ausflug entdeckt ihr ein Gebäude, völlig überwuchert und anscheinend seit Jahren verlassen. Ihr beschliesst euch die Sache genauer anzusehen und findet eine Türe. Sie lässt sich öffnen. Dieser Einladung folgend betretet Ihr das Gebäude - es scheint ein altes Kraftwerk zu sein. Doch das Gebäude ist nicht so tot wie es scheint. Die Falle schnappt zu… Ihr habt 55 Minuten Zeit aus dieser Hölle zu entkommen. Beeilt euch, oder es gibt keine Rückkehr!",2,8,55,https://planet-escape-nidda.de/das-verlassene-kraftwerk,https://planet-escape-nidda.de/das-verlassene-kraftwerk,https://templates/yootheme/cache/71/kraftwerk-71a8bcc2.png,Horror,Unknown,false,
7,gpt-4o-mini,6.838696791s,14.670974917s,3,577935,81648,https://planet-escape-nidda.de/,Planet Escape Room Nidda,Der Tempel der Azteken,"Tief im Dschungel ist Professor Cortés bei seiner Expedition zum Schatz des Azteken Montezuma verschollen. Der erfahrene Forscher war auf der Suche nach den Überresten des Totenkults, als auf einmal die Verbindung zur Aussenwelt abriß. Sie, als seine Studenten, haben es nach intensivem Studium seiner Aufzeichnungen geschafft seiner Spur bis zu diesem Raum im Tempel zu folgen. Sie finden den Professor - er ist jedoch tot. Hinter Ihnen verschliesst plötzlich ein großer Stein den Ausgang. Ereilt Sie dasselbe Schicksal wie den Professor oder finden Sie einen Weg den Fluch des Montezuma zu brechen und den Tempel wieder zu verlassen, bevor Ihnen der Sauerstoff ausgeht?",2,8,55,https://planet-escape-nidda.de/der-tempel-der-azteken,https://planet-escape-nidda.de/der-tempel-der-azteken,https://templates/yootheme/cache/48/azteken-4833013f.png,Crime,Unknown,false,
8,gpt-4o-mini,871.209708ms,3.134175833s,1,29318,6561,https://www.escaperooms-ritterhude.de/,Escape Rooms Ritterhude,,,0,0,0,,,,,,false,failed to navigate: failed to navigate to url: /escape-room-standort/detail/grabkammer/: {-32000 Cannot navigate to invalid URL }
9,gpt-4o-mini,10.086551s,19.871735417s,3,851434,84285,https://alfsee-escape.de/,Alfsee Escape - Indoor & Outdoor Escaperoom,Der Nebel der Zeit,"Du befindest Dich auf dem Dachboden des Hauses, dass ihr gerade geerbt habt und findest einen alten Wandschrank. Hinter dem Wandschrank befindet sich der Durchgang zur Germanenzeit. Euer Dorf soll niedergebrannt werden. Rettet Euch und Euer Dorf gegen die angreifenden Römer in dem Ihr Rätsel und Aufgaben löst und so wertvolle Artefakte sammelt um erfolgreich gegen die Angreifer bestehen zu können.",4,8,60,https://alfsee-escape.de/indoor-escape-room/,https://alfsee-escape.de/indoor-escape-room/,https://alfsee-escape.de/wp-content/uploads/2021/12/Nebel-der-Zeit-Banner.jpg,Historical,80%,false,
9,gpt-4o-mini,10.086551s,19.871747833s,3,851434,84285,https://alfsee-escape.de/,Alfsee Escape - Indoor & Outdoor Escaperoom,Die Ausgrabung,In dem Germanen Dorf am Alfsee wurde eine Kiste gefunden. Leider sind wir nicht fähig diese Kiste zu öffnen und es liegt nun an euch dies zu tun doch was hat es mit dem Heinrich See und dem Heinrich von Dubbelau auf sich? Wolfgang hat uns eine Karte hinterlassen. Könnt ihr mit Hilfe des Tablets die verschiedenen Punkte finden und die Rätsel lösen um das Wissen zurück zu bringen?,2,30,120,https://alfsee-escape.de/outdoor-escape-room/,https://alfsee-escape.de/outdoor-escape-room/,https://alfsee-escape.de/wp-content/uploads/2021/12/DIE-AUSGRABUNG-Banner.jpg,Adventure,40%,false,
10,gpt-4o-mini,9.144738249s,22.6378175s,4,284534,46196,https://www.raus.rocks/,Raus! Escape Room Aachen,Die Entdeckung,"Der etwas verschrobene, aber doch hochintelligente Dr. Noble hat eine große Entdeckung gemacht, die die Welt aus den Angeln heben könnte. Leider ist er unter mysteriösen Umständen verstorben, und nun ist es an Euch, seine größtes Vermächtnis zu bergen. Ihr arbeitet im Auftrag einer streng geheimen Geheimorganisation, und müsst Euch schon mächtig ins Zeug legen. Denn Dr. Noble hat diverse Sicherheitsvorkehrungen getroffen, damit seine Entdeckung nicht in falsche Hände gerät.",3,6,66,https://raus.rocks/services/buchung-die-entdeckung/,https://raus.rocks/services/buchung-die-entdeckung/,https://www.raus.rocks/wp-content/uploads/2017/11/Escape-Room-Aachen-Die-Entdeckung-1168x658.jpg,Adventure,Difficulty,false,
10,gpt-4o-mini,9.144738249s,22.637860541s,4,284534,46196,https://www.raus.rocks/,Raus! Escape Room Aachen,Aachen – Die letzte Zuflucht!,"Es ist passiert – die Zombie-Apokalypse ist über uns gekommen. 93 Prozent der Weltbevölkerung wurde infiziert...Nach einer 15-minütigen Einführung, habt ihr eine Stunde Zeit, die Tests zu bestehen und den Raum zu lösen. Mit seinen Rätseln, die alle Sinne herausfordern, ist der Raum perfekt für alte Hasen, aber auch für Escape-Room Neulinge geeignet.",2,6,60,https://raus.rocks/services/buchung-zuflucht/,https://raus.rocks/services/buchung-zuflucht/,https://www.raus.rocks/wp-content/uploads/2017/11/Escape-Room-Aachen-Die-Zuflucht-1-1168x658.jpg,Horror,Difficulty,false,
10,gpt-4o-mini,9.144738249s,22.637860791s,4,284534,46196,https://www.raus.rocks/,Raus! Escape Room Aachen,Das Portal,Zeitreisen sind real! Wissenschaftler haben bei uns in der Oppenhofallee einen Riss im Raum-Zeit-Kontinuum entdeckt und diesen erforscht. Eure Aufgabe ist: Schreitet durch das Portal in die Zukunft! Besorgt das Notizbuch! Kommt zurück in die Gegenwart und rettet die Menschheit!,6,11,70,https://www.raus.rocks/services/das-portal/,https://www.raus.rocks/services/das-portal/,https://www.raus.rocks/wp-content/uploads/2017/11/Telefon_Portal-1170x658.jpg,Science Fiction,Difficulty,false,
11,gpt-4o-mini,13.17298825s,20.59583425s,2,675750,73760,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Prison Break,"Ihr wurdet zum Tode verurteilt für ein Verbrechen, welches ihr nicht begangen habt. Glücklicherweise ist eure Lage nicht komplett aussichtslos. Schafft ihr es gemeinsam den Weg in die Freiheit zu finden?",2,6,90,https://deadline-escape.de/hamburg-escape-room/#prison-break,https://deadline-escape.de/hamburg-escape-room/#prison-break,https://deadline-escape.de/wp-content/uploads/2019/10/prison_break.png,Prison,Mittel,false,
11,gpt-4o-mini,13.17298825s,20.595848833s,2,675750,73760,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Magical Mystery,"In Hektors Räumlichkeiten angekommen, müsst ihr eine ganze Reihe von Aufgaben und Rätseln lösen, um eure Fähigkeiten unter Beweis zu stellen. Doch nehmt euch in Acht, denn der Magier scheint ein dunkles Geheimnis zu haben.",2,6,90,https://deadline-escape.de/hamburg-escape-room/#magical-mystery,https://deadline-escape.de/hamburg-escape-room/#magical-mystery,https://deadline-escape.de/wp-content/uploads/2019/10/magical_mystery.png,Fantasy,Mittel,false,
11,gpt-4o-mini,13.17298825s,20.595850166s,2,675750,73760,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Goldmine,"Nach einem langen und harten Arbeitstag wollt ihr gerade eure Schicht in der alten Goldmine beenden, als das Unglück passiert. Haltet Euch an den Evakuierungsplan und bringt euch rechtzeitig in Sicherheit.",4,6,90,https://deadline-escape.de/hamburg-escape-room/#goldmine,https://deadline-escape.de/hamburg-escape-room/#goldmine,https://deadline-escape.de/wp-content/uploads/2019/10/gold_mine.png,Adventure,Schwer,false,
11,gpt-4o-mini,13.17298825s,20.595850958s,2,675750,73760,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Lost Island,Ihr befindet Euch auf einer wichtigen Expedition mitten im Karibischen Meer! Eure Mission ist es auf einer sagenumwobenen Insel das Heiligtum der Maya zu beschaffen!,4,6,90,https://deadline-escape.de/hamburg-escape-room/#lost-island,https://deadline-escape.de/hamburg-escape-room/#lost-island,https://deadline-escape.de/wp-content/uploads/2019/10/lost_island.png,Adventure,Schwer,false,
12,gpt-4o-mini,3.167380334s,7.676851s,2,68343,12134,http://avermind.com,Avermind - Online Escape Rooms,Die Jagd durch Wien,"“Die Jagd durch Wien” ist ein kooperatives Online-Rätsel-Abenteuerspiel. Aufgeteilt in zwei Gruppen stellt Ihr euch gemeinsam als Team herausfordernden Rätsel. Neben eurer Kreativität und eurem scharfsinnigen Verstand könnten auch Stift und Papier euch beim Lösen der Rätsel unterstützen. Selbstverständlich stehen euch im Spiel zahlreiche Hinweise, die euch beim Lösen der Rätsel weiterhelfen sowie Lösungen zur Verfügung.",2,6,240,https://avermind.com/site/Kauf?game=0,https://avermind.com/site/Artikel#spiel,https://avermind.com/site/Images/Artikel/Avermind_Jagd_durch_Wien.small.jpg,Adventure,"4,5/5",false,
13,gpt-4o-mini,2.654063167s,5.918163208s,1,150967,42546,https://www.quexit.de/,Quexit,,,0,0,0,,,,,,false,failed to navigate: failed to navigate to url: /düsseldorf/escape-rooms-und-escape-games/alle-escape-missionen/hangover-escape-tour/: {-32000 Cannot navigate to invalid URL }
14,gpt-4o-mini,16.950632542s,28.220767833s,4,1402971,121691,https://escapeempire.de/,Escape Empire Nürnberg,Prison Break,"Lärm dringt durch das Gitter Eurer Tür. Wachen laufen aufgeregt an der Zelle vorbei. Du und Deine Mitinsassen seht Euch fragend an. Nach einem lauten Knall ist es auf einmal verdächtig still. Plötzlich kommen Wärter und zerren Euch hektisch in eine andere Zelle. Ihr erkennt es als die berüchtigte Zelle 13, über die Ihr schon viele Gerüchte auf dem Gefängnishof gehört habt. Man munkelt, der vorherige Insasse soll von dort aus eine Flucht geplant haben. Vielleicht ist das Eure Chance endlich aus dem Gefängnis zu fliehen, seid Ihr doch unschuldig eingesperrt…",2,6,60,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#prison-break,https://escapeempire.de/wp-content/uploads/2018/05/jail-circle-icon.png,Prison,Mittel,false,
14,gpt-4o-mini,16.950632542s,28.220782917s,4,1402971,121691,https://escapeempire.de/,Escape Empire Nürnberg,Space Escape,"Das Letzte woran Ihr Euch erinnern könnt ist ein gleißend helles Licht gefolgt von einem kurzen Gefühl der Schwerelosigkeit. Als Ihr wieder zu Euch kommt, seid Ihr an einem völlig fremdartigen Ort. Ihr erkennt sofort, dass hier nichts von Menschenhand geschaffen wurde. Das gleichmäßige Brummen schwerer Maschinen wird unterbrochen, als plötzlich seltsame Sirenen ertönen. Ihr seht schemenhaft unbekannte Wesen, die aufgeregt den Raum verlassen und dabei unverständliche Laute von sich geben. Dann seid Ihr allein…",2,6,60,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#space-escape,https://escapeempire.de/wp-content/uploads/2018/05/space-escape-circle-icon.png,Science Fiction,Mittel – Schwer,false,
14,gpt-4o-mini,16.950632542s,28.220783083s,4,1402971,121691,https://escapeempire.de/,Escape Empire Nürnberg,Holy Grail,"Es sind dunkle Zeiten über Burg Camelot hereingebrochen. Kurz nachdem der heilige Gral verschwunden ist, werden auch Menschen vermisst. Der Magier Merlin verhält sich noch seltsamer als sonst und auch unter den Rittern der Tafelrunde ist Argwohn eingekehrt. Da Artus seine engsten Vertrauten ohne Beweise keine Anschuldigungen aussetzen möchte, hat er nun Euch unabhängige Höflinge damit beauftragt, den Vorfällen nachzugehen. Noch scheint der Gral allerdings in der Nähe zu sein, somit beginnt Eure Suche auf Camelot…",2,6,60,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#holy-grail,https://escapeempire.de/wp-content/uploads/2018/05/holy-grail-circle-icon-v2.png,Adventure,Leicht – Mittel,false,
15,gpt-4o-mini,13.459051916s,17.991292167s,2,68736,35826,https://www.harz-escape.de/index_en.html,Harz Escape,The Don Vito Investigation,"New York, 1932. Organized crime is at its peak. You are agents and have been assigned to the case of Vito Genovese. While working on the case, the phone rings. A soft voice whispers: „They know about the photos. They are coming!“. You know that your boss, Joe Petrosino, possesses incriminating material against Don Vito which he keeps well hidden in his office. Can you find and secure the documents before the mafia arrives?",2,4,60,javascript:setRoom(2);,https://www.harz-escape.de/index_en.html#games,assets/img/DonVitoWandbild.jpg,Crime,Beginner,false,
15,gpt-4o-mini,13.459051916s,17.991296958s,2,68736,35826,https://www.harz-escape.de/index_en.html,Harz Escape,Witchcraft & Wizardry,"The time is near! You are about to become real witches and wizards. But first, you have to take one final exam. According to tradition, it is held deep in the forest, in the secret hut of the ancient and wise witch. Divination, Broom Flight, Transfiguration – show that you master the magic arts and pass all the assignments in just 60 minutes. Hurry up, the sand is running down the hourglass!",2,4,60,javascript:setRoom(3);,https://www.harz-escape.de/index_en.html#games,assets/img/Zauberpruefung-Rabe.jpg,Fantasy,Beginner,false,
15,gpt-4o-mini,13.459051916s,17.991297208s,2,68736,35826,https://www.harz-escape.de/index_en.html,Harz Escape,The Secret of the Watchmaker,"Next to our Escape Room, there is a small watchmaker’s shop. The owner, Regina Jürgensen, appears to be a quiet and unassuming person. But then why are there these strange and sometimes alarmingly loud noises coming from her shop? We would very much appreciate your help in finding out.",2,4,75,javascript:setRoom(1);,https://www.harz-escape.de/index_en.html#games,assets/img/Uhrmacherin.jpg,Adventure,Intermediate,false,
15,gpt-4o-mini,13.459051916s,17.991297458s,2,68736,35826,https://www.harz-escape.de/index_en.html,Harz Escape,Santa’s Golden Book,"Have you been good this year? As you are not completely sure, you decide to take the matter into your own hands: you wait until Santa has left for his daily stroll and sneak into his house. Will you manage to find his golden book and put down your names to ensure your Christmas gifts?",2,4,60,#,#,assets/img/GoldenesBuch.jpg,Fantasy,Beginner,false,
15,gpt-4o-mini,13.459051916s,17.991297583s,2,68736,35826,https://www.harz-escape.de/index_en.html,Harz Escape,Letters from the Past,"A key, an old postcard and a strange note: that’s all Katharina has to find her missing father. Follow his trail through the winding streets of Wernigerode, discover hidden places and solve a decades-old mystery!",2,8,120,#,#,assets/img/Stadtspiel.jpg,Adventure,Medium,false,
15,gpt-4o-mini,13.459051916s,17.991297708s,2,68736,35826,https://www.harz-escape.de/index_en.html,Harz Escape,Magical Creatures,"Rumour has it that there’s a number of magical creatures living in the Harz region. Is this true or just a myth? Equipped with a mysterious backpack and the notes of a renowned scientist called Prof. Magnus, you start your journey through town in search of these small miraculous beasts.",2,18,120,#,#,assets/img/Fabelwesen.jpg,Fantasy,Medium,false,
15,gpt-4o-mini,13.459051916s,17.991297833s,2,68736,35826,https://www.harz-escape.de/index_en.html,Harz Escape,The Mysterious Table,"During his last expedition, Professor Magnus found a mysterious object: a round table with strange symbols and many locks guarding its unknown content. Are you able to solve the riddles, open the hidden compartment and reveal the secret of this ancient artefact? Borrow the table for one day and find out what lies within!",1,4,240,#,#,assets/img/Raetseltisch.jpg,Adventure,Medium,false,
16,gpt-4o-mini,12.792942041s,26.035036792s,5,779207,86557,https://escape-arena.de/,Escape Arena Essen,Die Zauberschule,Für alle Fans von Harry Potter und anderen Magiern. Wir statten Euch mit einem Zauberstab aus und Ihr taucht ein in unsere Zauberschule.,2,8,60,https://escape-arena.de/tickets-preise/,https://escape-arena.de/escape-rooms/die-zauberschule/,https://escape-arena.de/wp-content/themes/escape-arena-theme/images/person-icon.png,Fantasy,5/6,false,
16,gpt-4o-mini,12.792942041s,26.035056833s,5,779207,86557,https://escape-arena.de/,Escape Arena Essen,Die Gruselhütte,Traut Euch in unsere Gruselhütte. Es gewittert draußen und die Hälfte von Euch wurde gekidnappt. Findet im Raum zusammen und löst das Rätsel der Gruselhütte. Könnt Ihr die Geister besänftigen und Euch befreien?,2,6,60,https://escape-arena.de/tickets-preise/,https://escape-arena.de/escape-rooms/die-gruselhuette/,https://escape-arena.de/wp-content/themes/escape-arena-theme/images/person-icon.png,Horror,4/6,false,
16,gpt-4o-mini,12.792942041s,26.035057125s,5,779207,86557,https://escape-arena.de/,Escape Arena Essen,Das Ring Abenteuer,"„Ich suche jemanden, der mit in ein Abenteuer zieht.“, sagte Gandalf damals in den Filmen zu Bilbo. Bestreitet nun Euer eigenes Ringabenteuer. Nehmt den einen Ring an Euch und versucht, ihn am Ende dieses Abenteuers in den Vulkan zu werfen. Werdet Ihr es schaffen oder werdet Ihr dem Ring verfallen?",2,8,60,https://escape-arena.de/tickets-preise/,https://escape-arena.de/escape-rooms/das-ring-abenteuer/,https://escape-arena.de/wp-content/themes/escape-arena-theme/images/person-icon.png,Fantasy,5/6,false,
16,gpt-4o-mini,12.792942041s,26.035057333s,5,779207,86557,https://escape-arena.de/,Escape Arena Essen,Fluch der Piraten,Für Fans von Piratenfilmen und der „Fluch der Karibik“-Reihe präsentieren wir unseren „Piraten Escape Raum“. Kommt bald!,2,8,60,https://escape-arena.de/tickets-preise/,https://escape-arena.de/escape-rooms/fluch-der-piraten/,https://escape-arena.de/wp-content/themes/escape-arena-theme/images/person-icon.png,Adventure,5/6,false,
17,gpt-4o-mini,1.009681042s,5.447998458s,1,146442,14730,http://www.zumbay.de/,Gasthof zum Bay - Dubay,,,0,0,0,,,,,,false,failed to navigate: failed to navigate to url: /unsere-dienste: {-32000 Cannot navigate to invalid URL }
18,gpt-4o-mini,51.375072375s,1m21.100174209s,8,1365224,255650,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Gefängnisausbruch,"Wie gut könnt ihr in Gefangenschaft arbeiten? Das Hochsicherheitsgefängnis, in dem ihr festgehalten werdet, scheint ein Ort ohne Ausweg. Könnt ihr Wärter, Sicherheitskräfte und letztendlich euch selbst herausfordern, zusammenzuarbeiten und so einen Ausweg in die Freiheit finden? Ein brillantes Gameplay, das von euch das Beste abverlangt!",2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/gef%C3%A4ngnisausbruch/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum5ma.png,Adventure,schwer,false,
18,gpt-4o-mini,51.375072375s,1m21.100193625s,8,1365224,255650,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Das Geisterhaus,Ihr seid ein Team sehr erfahrener Ermittler des Übernatürlichen. Ein mysteriöser Mann kommt auf euch zu und bietet euch eine riesige Menge Geld. Eure Aufgabe: Die Suche eines mächtigen alten Artefaktes. Ihr seid nicht das erste Team und vergangene Teams wurden nie wieder gesichtet… Nehmt ihr die Herausforderung an?,2,8,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/das-geisterhaus/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/geisterhaus2.jpg,Horror,mittel,false,
18,gpt-4o-mini,51.375072375s,1m21.100193875s,8,1365224,255650,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Illuminati,"Der Begriff „Illuminati“ ist uns nicht unbekannt. Ihr seid ein Geheimbund, um den es viele Mythen und Mysterien gibt. Es scheint, als seien die Illuminaten vor Jahrhunderten in den Vatikan eingedrungen. Seid zur Stelle und findet die Wahrheit um das verschwundene Artefakt.",2,8,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/illuminati/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/illuminati2.jpg,Crime,mittel,false,
18,gpt-4o-mini,51.375072375s,1m21.100194084s,8,1365224,255650,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Dracula,Auf deiner Rundreise durch den Balkan legst du einen Stopp in den Südkarpaten ein um in den siebenbürgischen Bergen das sagenumwobene Schloss Vlad III. Dracula‘s zu besichtigen. Während der Gruppenführung setzt du dich von Allen unbemerkt in den verbotenen Sektor des Schlosses ab.,2,8,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/dracula/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/dracula2.jpg,Fantasy,leicht,false,
